gender,job_title,job_industry_category,wealth_segment,tenure,postcode,state,property_valuation,Age_category,past_3_years_bike_related_purchases_categories,cluster,customer_id
Female,Structural Engineer,Retail,Mass Customer,14,4211,QLD,7,45-54,Above 90,Cat_1,1114
Female,VP Accounting,Financial Services,High Net Worth,14,2026,NSW,10,35-44,Below 10,Cat_1,970
Female,Compensation Analyst,Financial Services,Mass Customer,19,4405,QLD,1,45-54,81-90,Cat_3,127
Female,Computer Systems Analyst I,Health,Affluent Customer,17,3076,VIC,8,55-64,31-40,Cat_2,631
Male,Engineer IV,Argiculture,Mass Customer,20,2155,NSW,10,45-54,41-50,Cat_1,3001
Female,Research Nurse,Health,High Net Worth,16,3677,VIC,4,45-54,Below 10,Cat_3,1237
Male,Paralegal,Financial Services,Mass Customer,2,2756,NSW,8,25-34,81-90,Cat_2,2883
Male,Dental Hygienist,Health,Mass Customer,8,3074,VIC,7,55-64,61-70,Cat_3,2385
Female,Product Engineer,Manufacturing,Affluent Customer,6,3188,VIC,10,55-64,61-70,Cat_2,2667
Male,Information Systems Manager,Health,Mass Customer,13,2250,NSW,8,45-54,61-70,Cat_1,1676
Male,Cost Accountant,Financial Services,Affluent Customer,2,4511,QLD,1,25-34,51-60,Cat_1,3045
Female,Geological Engineer,Manufacturing,Affluent Customer,3,4173,QLD,7,25-34,51-60,Cat_1,2356
Male,Cost Accountant,Financial Services,High Net Worth,17,3049,VIC,6,45-54,Below 10,Cat_2,1406
Female,Quality Engineer,Health,Affluent Customer,5,2173,NSW,10,55-64,71-80,Cat_3,3360
Male,Senior Cost Accountant,Financial Services,High Net Worth,19,2570,NSW,8,55-64,31-40,Cat_2,2099
Female,Sales Representative,Retail,Mass Customer,17,4701,QLD,1,45-54,Nov-20,Cat_2,2646
Male,Accounting Assistant I,Manufacturing,Affluent Customer,3,3337,VIC,6,45-54,81-90,Cat_1,641
Male,Media Manager IV,Financial Services,High Net Worth,13,4012,QLD,8,25-34,51-60,Cat_1,1179
Female,Physical Therapy Assistant,Financial Services,Mass Customer,8,2206,NSW,10,25-34,21-30,Cat_1,1127
Female,Nuclear Power Engineer,Manufacturing,Mass Customer,17,4500,QLD,6,45-54,Below 10,Cat_2,1860
Male,Account Executive,Financial Services,Mass Customer,4,2285,NSW,5,25-34,31-40,Cat_2,145
Female,Associate Professor,Manufacturing,Mass Customer,13,2548,NSW,7,55-64,Nov-20,Cat_2,2576
Male,Programmer Analyst III,Health,Mass Customer,21,3610,VIC,3,35-44,71-80,Cat_2,3339
Male,Chemical Engineer,Manufacturing,High Net Worth,6,4820,QLD,1,55-64,21-30,Cat_2,629
Female,Assistant Media Planner,Entertainment,Mass Customer,16,3021,VIC,7,35-44,81-90,Cat_3,198
Male,Health Coach II,Manufacturing,Mass Customer,2,3199,VIC,6,18-24,Above 90,Cat_3,1951
Male,Sales Representative,Retail,Mass Customer,1,2454,NSW,7,25-34,41-50,Cat_3,3157
Male,Programmer III,Argiculture,High Net Worth,8,3190,VIC,8,35-44,71-80,Cat_1,1944
Female,Technical Writer,Manufacturing,Affluent Customer,19,3037,VIC,8,45-54,41-50,Cat_2,3439
Male,Assistant Professor,Manufacturing,Affluent Customer,17,4207,QLD,7,35-44,Above 90,Cat_1,690
Female,Human Resources Assistant I,Property,Mass Customer,15,2138,NSW,8,55-64,31-40,Cat_1,2583
Male,Occupational Therapist,Health,High Net Worth,7,2075,NSW,11,25-34,71-80,Cat_3,86
Male,Administrative Officer,Manufacturing,Affluent Customer,16,4208,QLD,6,45-54,Above 90,Cat_1,72
Female,Compensation Analyst,Financial Services,Mass Customer,2,2200,NSW,9,25-34,Above 90,Cat_3,2386
Female,Professor,Financial Services,High Net Worth,4,2333,NSW,5,25-34,21-30,Cat_3,177
Female,Actuary,Financial Services,Mass Customer,5,2154,NSW,11,55-64,71-80,Cat_1,732
Male,Executive Secretary,Argiculture,High Net Worth,4,4300,QLD,5,25-34,21-30,Cat_2,3250
Female,Recruiter,Property,Affluent Customer,13,2126,NSW,11,Above 64,71-80,Cat_3,343
Female,Assistant Professor,Retail,High Net Worth,18,4012,QLD,3,45-54,31-40,Cat_2,215
Male,Clinical Specialist,Health,Affluent Customer,10,3149,VIC,12,45-54,Nov-20,Cat_3,2372
Female,Chemical Engineer,Manufacturing,High Net Worth,7,2095,NSW,12,45-54,71-80,Cat_3,3465
Male,Geologist I,Financial Services,Mass Customer,17,2763,NSW,9,55-64,81-90,Cat_3,1234
Male,VP Accounting,Financial Services,High Net Worth,21,2155,NSW,11,45-54,71-80,Cat_1,1669
Female,Product Engineer,Manufacturing,Mass Customer,1,4132,QLD,3,25-34,51-60,Cat_2,1897
Female,Executive Secretary,Retail,Affluent Customer,1,2126,NSW,11,18-24,81-90,Cat_1,2016
Male,Administrative Assistant IV,Telecommunications,High Net Worth,1,2260,NSW,8,18-24,31-40,Cat_3,1519
Male,Electrical Engineer,Manufacturing,Mass Customer,12,2428,NSW,8,35-44,21-30,Cat_3,1482
Female,Director of Sales,Manufacturing,Affluent Customer,6,3350,VIC,4,35-44,81-90,Cat_1,3294
Female,Administrative Assistant IV,Financial Services,High Net Worth,2,2710,NSW,1,25-34,51-60,Cat_3,1165
Female,Database Administrator III,Manufacturing,Mass Customer,19,3071,VIC,10,45-54,31-40,Cat_3,2152
Male,Payment Adjustment Coordinator,Manufacturing,Mass Customer,4,3040,VIC,11,45-54,Below 10,Cat_2,2191
Female,Project Manager,Manufacturing,Mass Customer,17,3048,VIC,6,55-64,Nov-20,Cat_2,1398
Female,Senior Editor,Manufacturing,Mass Customer,2,2761,NSW,8,35-44,31-40,Cat_3,2465
Female,Marketing Manager,Retail,Mass Customer,13,2760,NSW,8,55-64,Below 10,Cat_3,2046
Male,Senior Cost Accountant,Financial Services,Affluent Customer,10,4370,QLD,6,55-64,81-90,Cat_2,2478
Female,VP Quality Control,Property,High Net Worth,15,4020,QLD,5,45-54,Above 90,Cat_2,365
Female,Senior Developer,Health,High Net Worth,3,2320,NSW,6,35-44,61-70,Cat_1,259
Male,Accountant I,Property,High Net Worth,3,4551,QLD,6,25-34,31-40,Cat_2,1640
Male,Financial Analyst,Financial Services,Mass Customer,3,2155,NSW,10,35-44,61-70,Cat_3,346
Female,Recruiting Manager,Financial Services,High Net Worth,17,2759,NSW,9,35-44,61-70,Cat_1,457
Female,Cost Accountant,Financial Services,High Net Worth,6,2176,NSW,9,55-64,21-30,Cat_1,2407
Female,Chemical Engineer,Manufacturing,Mass Customer,5,3012,VIC,4,25-34,21-30,Cat_2,3498
Female,Web Developer IV,Retail,Affluent Customer,12,2168,NSW,9,35-44,81-90,Cat_1,1120
Female,Clinical Specialist,Health,Affluent Customer,14,2147,NSW,9,55-64,Nov-20,Cat_3,1812
Female,Help Desk Technician,Manufacturing,Mass Customer,4,3023,VIC,6,25-34,31-40,Cat_1,713
Female,Nuclear Power Engineer,Manufacturing,High Net Worth,3,4551,QLD,7,18-24,Above 90,Cat_2,803
Male,Legal Assistant,Financial Services,Mass Customer,13,2233,NSW,9,55-64,31-40,Cat_1,2220
Male,Software Consultant,Manufacturing,High Net Worth,12,2117,NSW,8,35-44,Above 90,Cat_2,1830
Female,Sales Representative,Retail,High Net Worth,1,2760,NSW,8,18-24,Above 90,Cat_3,1428
Female,Professor,Financial Services,Mass Customer,14,2145,NSW,6,45-54,Nov-20,Cat_1,2222
Female,Senior Quality Engineer,Argiculture,Mass Customer,5,2749,NSW,8,25-34,61-70,Cat_1,386
Male,Assistant Manager,Property,Mass Customer,18,3152,VIC,9,55-64,41-50,Cat_2,210
Male,Director of Sales,Financial Services,High Net Worth,10,2756,NSW,8,25-34,Below 10,Cat_1,2679
Male,VP Sales,Financial Services,Mass Customer,4,2484,NSW,6,25-34,71-80,Cat_1,1029
Male,Staff Accountant IV,Retail,High Net Worth,2,3141,VIC,10,18-24,Nov-20,Cat_1,3095
Male,Recruiting Manager,Financial Services,High Net Worth,16,2126,NSW,12,Above 64,51-60,Cat_1,1572
Male,Structural Analysis Engineer,Property,Affluent Customer,3,2747,NSW,8,45-54,61-70,Cat_1,911
Female,Chief Design Engineer,Manufacturing,Mass Customer,13,3029,VIC,7,45-54,Nov-20,Cat_3,2548
Male,Business Systems Development Analyst,Financial Services,Affluent Customer,18,2265,NSW,6,45-54,Above 90,Cat_3,2103
Male,Product Engineer,Health,High Net Worth,16,3160,VIC,7,25-34,Above 90,Cat_2,2472
Male,Biostatistician IV,Financial Services,High Net Worth,15,2030,NSW,12,45-54,51-60,Cat_1,1759
Male,Social Worker,Health,High Net Worth,15,3170,VIC,9,45-54,51-60,Cat_2,539
Female,Financial Advisor,Financial Services,High Net Worth,13,2204,NSW,8,55-64,21-30,Cat_2,2048
Male,Assistant Manager,Property,Affluent Customer,2,2323,NSW,6,25-34,31-40,Cat_1,3102
Female,Business Systems Development Analyst,Financial Services,Affluent Customer,10,3195,VIC,10,45-54,61-70,Cat_1,3491
Male,Tax Accountant,Health,Mass Customer,16,3116,VIC,9,45-54,Above 90,Cat_2,2317
Male,Account Executive,Manufacturing,Mass Customer,5,3631,VIC,3,35-44,Nov-20,Cat_2,2290
Female,Marketing Manager,Financial Services,Mass Customer,13,2077,NSW,10,45-54,51-60,Cat_2,2856
Male,Physical Therapy Assistant,Financial Services,Mass Customer,4,2767,NSW,9,55-64,Below 10,Cat_1,1419
Female,Design Engineer,Health,Mass Customer,16,2145,NSW,10,25-34,41-50,Cat_1,2311
Male,Internal Auditor,Manufacturing,Affluent Customer,5,2263,NSW,6,35-44,Above 90,Cat_1,158
Male,Accounting Assistant I,Financial Services,High Net Worth,6,2216,NSW,10,25-34,31-40,Cat_3,3375
Male,VP Accounting,Financial Services,Mass Customer,13,2031,NSW,10,35-44,81-90,Cat_1,743
Female,Junior Executive,Health,Mass Customer,7,2066,NSW,9,55-64,61-70,Cat_2,668
Female,Help Desk Operator,IT,Affluent Customer,3,2750,NSW,8,25-34,71-80,Cat_1,604
Male,Analyst Programmer,Financial Services,Mass Customer,3,4580,QLD,2,25-34,71-80,Cat_2,2008
Male,Cost Accountant,Financial Services,Mass Customer,4,3189,VIC,10,25-34,31-40,Cat_1,2161
Female,Account Representative I,Financial Services,High Net Worth,13,3076,VIC,8,35-44,Nov-20,Cat_2,1356
Male,Recruiting Manager,Manufacturing,Mass Customer,4,3144,VIC,8,35-44,Above 90,Cat_1,1843
Female,Help Desk Technician,Financial Services,High Net Worth,6,2227,NSW,8,55-64,Below 10,Cat_1,1908
Female,Account Coordinator,Manufacturing,Mass Customer,14,4019,QLD,7,55-64,61-70,Cat_1,2435
Male,Information Systems Manager,Property,Mass Customer,10,2763,NSW,8,45-54,Nov-20,Cat_3,1625
Female,Chemical Engineer,Manufacturing,Mass Customer,14,3840,VIC,1,Above 64,41-50,Cat_2,2774
Male,VP Product Management,Manufacturing,Mass Customer,20,2448,NSW,5,55-64,41-50,Cat_3,1473
Male,Quality Control Specialist,Health,Mass Customer,17,2880,NSW,1,35-44,51-60,Cat_2,3478
Male,Social Worker,Health,High Net Worth,10,2570,NSW,8,45-54,Nov-20,Cat_1,414
Female,Technical Writer,Retail,Mass Customer,15,2016,NSW,10,Above 64,41-50,Cat_1,2380
Female,Assistant Media Planner,Entertainment,Mass Customer,10,3011,VIC,4,35-44,41-50,Cat_1,643
Female,Computer Systems Analyst IV,Manufacturing,Mass Customer,16,3750,VIC,7,45-54,61-70,Cat_2,756
Male,Community Outreach Specialist,Financial Services,Mass Customer,14,3198,VIC,4,45-54,21-30,Cat_3,1641
Female,Sales Associate,Property,Mass Customer,18,2142,NSW,8,55-64,Below 10,Cat_2,54
Male,Account Representative II,Health,Mass Customer,13,3101,VIC,11,35-44,81-90,Cat_1,2261
Male,Associate Professor,Health,Affluent Customer,11,2089,NSW,11,55-64,71-80,Cat_1,2881
Male,Teacher,IT,Mass Customer,19,3156,VIC,8,55-64,51-60,Cat_2,1969
Female,Programmer Analyst IV,Manufacturing,Mass Customer,9,2145,NSW,8,45-54,71-80,Cat_1,635
Male,Senior Cost Accountant,Financial Services,Mass Customer,5,2216,NSW,10,25-34,51-60,Cat_1,677
Male,Cost Accountant,Financial Services,Mass Customer,1,4074,QLD,6,18-24,Below 10,Cat_2,442
Female,Social Worker,Health,Affluent Customer,8,2567,NSW,10,45-54,51-60,Cat_3,1533
Male,Database Administrator III,Manufacturing,Mass Customer,1,4390,QLD,7,18-24,51-60,Cat_1,3216
Female,Human Resources Assistant I,Financial Services,Mass Customer,1,4701,QLD,6,18-24,Below 10,Cat_2,3254
Female,Research Associate,Health,Mass Customer,5,2060,NSW,10,25-34,Nov-20,Cat_1,3373
Male,Internal Auditor,Health,High Net Worth,13,3730,VIC,4,45-54,71-80,Cat_2,918
Female,Financial Analyst,Financial Services,High Net Worth,12,2646,NSW,1,35-44,51-60,Cat_1,406
Female,Professor,Health,Mass Customer,12,3006,VIC,5,35-44,31-40,Cat_2,2223
Female,Research Nurse,Health,Mass Customer,2,2251,NSW,10,25-34,21-30,Cat_1,1196
Female,Recruiting Manager,Manufacturing,High Net Worth,4,3073,VIC,9,25-34,Nov-20,Cat_3,999
Male,VP Marketing,Financial Services,Mass Customer,20,2120,NSW,9,35-44,71-80,Cat_3,1576
Male,Help Desk Technician,Manufacturing,Mass Customer,14,2747,NSW,6,45-54,71-80,Cat_1,1872
Female,Safety Technician II,Financial Services,High Net Worth,8,2193,NSW,10,45-54,Above 90,Cat_3,3251
Female,Media Manager I,Retail,Mass Customer,16,2650,NSW,2,35-44,21-30,Cat_3,853
Male,Marketing Manager,Retail,Mass Customer,3,2575,NSW,10,25-34,71-80,Cat_2,935
Male,Assistant Manager,Property,Mass Customer,12,2075,NSW,12,45-54,41-50,Cat_1,3289
Female,Analyst Programmer,Property,High Net Worth,17,2212,NSW,9,25-34,Below 10,Cat_1,613
Female,Geological Engineer,Manufacturing,Mass Customer,14,4123,QLD,5,45-54,Below 10,Cat_2,1771
Male,Actuary,Financial Services,Mass Customer,2,3030,VIC,7,25-34,Nov-20,Cat_2,1793
Male,Marketing Manager,Financial Services,Mass Customer,9,2153,NSW,9,55-64,41-50,Cat_2,347
Male,Human Resources Assistant IV,Manufacturing,Affluent Customer,1,3056,VIC,5,25-34,Nov-20,Cat_2,3352
Female,Social Worker,Health,High Net Worth,6,2306,NSW,4,25-34,31-40,Cat_1,616
Female,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,1,2769,NSW,10,18-24,Nov-20,Cat_1,2812
Male,Office Assistant II,Property,High Net Worth,10,2112,NSW,10,35-44,21-30,Cat_1,137
Female,Geological Engineer,Manufacturing,High Net Worth,16,3620,VIC,1,55-64,Above 90,Cat_1,3128
Female,Automation Specialist I,Manufacturing,Affluent Customer,7,3111,VIC,10,25-34,71-80,Cat_2,957
Female,Teacher,Entertainment,Affluent Customer,8,2170,NSW,9,35-44,Below 10,Cat_1,114
Female,Social Worker,Health,Affluent Customer,15,3106,VIC,10,55-64,21-30,Cat_2,1389
Female,Sales Associate,Financial Services,Mass Customer,16,2062,NSW,12,55-64,81-90,Cat_1,1130
Female,Web Designer IV,Retail,Affluent Customer,17,2166,NSW,5,25-34,31-40,Cat_1,1814
Female,Technical Writer,Manufacturing,Affluent Customer,15,3141,VIC,7,Above 64,Below 10,Cat_2,486
Male,Assistant Manager,Manufacturing,Mass Customer,14,4515,QLD,1,35-44,Above 90,Cat_1,3474
Female,Structural Engineer,Argiculture,Mass Customer,13,2155,NSW,9,Above 64,Below 10,Cat_1,1541
Female,Nurse,Financial Services,High Net Worth,11,3146,VIC,11,55-64,41-50,Cat_2,2603
Male,Sales Representative,Retail,Affluent Customer,14,2216,NSW,10,35-44,61-70,Cat_3,2985
Female,Systems Administrator I,Financial Services,Mass Customer,13,3083,VIC,9,55-64,21-30,Cat_1,3244
Female,Nuclear Power Engineer,Manufacturing,High Net Worth,12,2481,NSW,11,35-44,Below 10,Cat_2,2891
Male,Sales Associate,Financial Services,Affluent Customer,15,3058,VIC,9,55-64,51-60,Cat_2,17
Male,Media Manager IV,Financial Services,Mass Customer,18,3331,VIC,4,45-54,31-40,Cat_2,16
Male,Chemical Engineer,Manufacturing,Mass Customer,14,3022,VIC,8,Above 64,71-80,Cat_3,1404
Male,Media Manager II,Financial Services,Affluent Customer,6,3039,VIC,6,55-64,41-50,Cat_1,1183
Male,Chief Design Engineer,Manufacturing,Mass Customer,6,2760,NSW,8,45-54,81-90,Cat_3,3240
Male,Sales Representative,Retail,Affluent Customer,17,2206,NSW,11,Above 64,31-40,Cat_1,2446
Female,Chemical Engineer,Manufacturing,High Net Worth,3,2171,NSW,10,35-44,71-80,Cat_2,1528
Male,Senior Financial Analyst,Financial Services,Mass Customer,14,4551,QLD,7,45-54,Below 10,Cat_2,2088
Female,Sales Representative,Retail,Mass Customer,2,2330,NSW,3,18-24,21-30,Cat_1,421
Male,Nuclear Power Engineer,Manufacturing,Mass Customer,10,2298,NSW,6,35-44,Below 10,Cat_3,2651
Female,Senior Cost Accountant,Financial Services,Mass Customer,11,3195,VIC,9,35-44,21-30,Cat_2,2982
Female,Software Consultant,IT,High Net Worth,13,3121,VIC,10,35-44,Below 10,Cat_2,770
Female,Technical Writer,Manufacturing,Mass Customer,1,4035,QLD,9,18-24,41-50,Cat_2,1813
Male,Recruiting Manager,Manufacturing,Mass Customer,14,4806,QLD,4,55-64,41-50,Cat_2,1252
Male,Systems Administrator II,Manufacturing,Affluent Customer,3,2090,NSW,10,35-44,Above 90,Cat_1,1642
Female,Assistant Manager,Manufacturing,Mass Customer,18,4350,QLD,2,35-44,71-80,Cat_2,2312
Male,Assistant Manager,Argiculture,Affluent Customer,2,4005,QLD,7,18-24,71-80,Cat_1,2938
Female,Web Developer I,Manufacturing,Mass Customer,3,2077,NSW,10,25-34,21-30,Cat_3,1992
Male,Recruiting Manager,Manufacturing,Mass Customer,1,2044,NSW,10,18-24,Below 10,Cat_1,2858
Male,Chemical Engineer,Manufacturing,Mass Customer,4,2470,NSW,3,35-44,71-80,Cat_3,2574
Female,Computer Systems Analyst IV,Property,Mass Customer,18,3201,VIC,6,35-44,41-50,Cat_1,1370
Male,Cost Accountant,Financial Services,Affluent Customer,1,3977,VIC,8,18-24,21-30,Cat_2,110
Female,Sales Representative,Retail,Mass Customer,16,4511,QLD,5,45-54,Nov-20,Cat_1,901
Male,Quality Control Specialist,IT,High Net Worth,9,2204,NSW,11,25-34,61-70,Cat_3,249
Male,Sales Representative,Retail,Mass Customer,7,2745,NSW,8,25-34,51-60,Cat_3,1783
Male,Help Desk Operator,Property,High Net Worth,8,3073,VIC,5,45-54,41-50,Cat_2,736
Female,General Manager,Health,Affluent Customer,1,2766,NSW,8,25-34,Above 90,Cat_3,173
Female,Tax Accountant,Financial Services,Affluent Customer,9,2218,NSW,10,25-34,31-40,Cat_2,2611
Female,Assistant Professor,Retail,Affluent Customer,10,3181,VIC,10,25-34,31-40,Cat_2,2351
Male,Chemical Engineer,Manufacturing,Affluent Customer,1,2031,NSW,11,18-24,71-80,Cat_1,422
Female,Budget/Accounting Analyst III,Health,Affluent Customer,6,3127,VIC,12,45-54,41-50,Cat_2,2608
Female,Legal Assistant,Manufacturing,Mass Customer,14,2170,NSW,9,45-54,Above 90,Cat_1,1761
Male,Accountant IV,Property,Affluent Customer,4,3108,VIC,10,45-54,Below 10,Cat_3,1957
Male,Social Worker,Health,Mass Customer,1,2010,NSW,10,18-24,71-80,Cat_2,874
Female,Software Consultant,Property,High Net Worth,13,2088,NSW,12,25-34,71-80,Cat_2,1659
Female,Electrical Engineer,Manufacturing,High Net Worth,14,4352,QLD,6,45-54,21-30,Cat_2,1700
Male,Automation Specialist III,Manufacturing,High Net Worth,17,3156,VIC,8,45-54,81-90,Cat_1,1894
Female,Computer Systems Analyst I,Financial Services,Affluent Customer,17,4122,QLD,8,45-54,Above 90,Cat_2,325
Female,Programmer III,Retail,Mass Customer,8,2565,NSW,6,55-64,81-90,Cat_1,1104
Female,Cost Accountant,Financial Services,High Net Worth,17,4567,QLD,9,45-54,21-30,Cat_2,1647
Male,Civil Engineer,Manufacturing,Affluent Customer,11,3147,VIC,11,55-64,21-30,Cat_1,2715
Male,Nuclear Power Engineer,Manufacturing,Mass Customer,8,2158,NSW,10,55-64,31-40,Cat_2,1699
Male,Assistant Manager,Retail,Affluent Customer,3,2768,NSW,8,25-34,81-90,Cat_1,1554
Male,Speech Pathologist,Manufacturing,Affluent Customer,17,2148,NSW,9,45-54,81-90,Cat_1,2461
Male,Sales Representative,Retail,Mass Customer,9,2560,NSW,9,Above 64,71-80,Cat_2,1461
Male,Analyst Programmer,Financial Services,Mass Customer,8,2226,NSW,11,55-64,Below 10,Cat_1,85
Female,VP Sales,Financial Services,Affluent Customer,10,2749,NSW,8,45-54,81-90,Cat_1,251
Female,Social Worker,Health,Mass Customer,16,2450,NSW,8,35-44,21-30,Cat_1,1081
Female,Software Test Engineer III,Entertainment,High Net Worth,2,3264,VIC,1,25-34,21-30,Cat_2,1623
Female,Web Developer III,Financial Services,Mass Customer,3,2477,NSW,7,25-34,Above 90,Cat_3,3219
Male,Senior Sales Associate,Retail,High Net Worth,15,4301,QLD,2,55-64,21-30,Cat_3,2358
Male,Programmer Analyst II,Financial Services,High Net Worth,19,2197,NSW,9,35-44,Below 10,Cat_3,1942
Female,Analyst Programmer,Retail,Mass Customer,17,4165,QLD,4,45-54,51-60,Cat_3,3371
Male,Developer IV,IT,High Net Worth,15,4060,QLD,10,45-54,61-70,Cat_2,2457
Male,Actuary,Financial Services,Affluent Customer,13,2217,NSW,10,35-44,21-30,Cat_1,1063
Male,Accounting Assistant III,Retail,Mass Customer,4,4034,QLD,8,45-54,71-80,Cat_2,2382
Female,Statistician IV,Argiculture,High Net Worth,12,3105,VIC,10,35-44,61-70,Cat_2,337
Male,Project Manager,Manufacturing,Mass Customer,2,2830,NSW,7,25-34,Nov-20,Cat_1,3438
Male,Chemical Engineer,Manufacturing,High Net Worth,18,3153,VIC,8,55-64,21-30,Cat_2,3290
Male,Technical Writer,Retail,Mass Customer,12,2170,NSW,9,45-54,61-70,Cat_1,2065
Male,Business Systems Development Analyst,Manufacturing,Affluent Customer,13,2222,NSW,10,35-44,31-40,Cat_2,1205
Male,Biostatistician III,Health,Affluent Customer,5,3188,VIC,8,55-64,Nov-20,Cat_2,1326
Female,Social Worker,Health,Mass Customer,13,2880,NSW,1,55-64,31-40,Cat_3,3228
Female,Human Resources Manager,Health,Mass Customer,12,2763,NSW,8,35-44,51-60,Cat_1,339
Male,Pharmacist,Health,Mass Customer,4,3000,VIC,6,25-34,31-40,Cat_1,2550
Male,Project Manager,Manufacturing,High Net Worth,1,2046,NSW,9,18-24,Below 10,Cat_1,1028
Male,Safety Technician III,Argiculture,High Net Worth,19,2076,NSW,11,Above 64,71-80,Cat_1,2114
Male,Administrative Officer,Retail,Affluent Customer,6,3810,VIC,5,35-44,61-70,Cat_1,2933
Female,Operator,Manufacturing,High Net Worth,8,3802,VIC,7,55-64,71-80,Cat_1,909
Male,Accounting Assistant II,Manufacturing,Affluent Customer,11,4551,QLD,7,25-34,Above 90,Cat_1,286
Female,Payment Adjustment Coordinator,Retail,High Net Worth,16,2116,NSW,10,25-34,31-40,Cat_1,559
Male,Operator,Financial Services,Affluent Customer,7,3140,VIC,9,Above 64,81-90,Cat_1,3017
